,id_model,id_serie,input,output,rep,sMAPE,MAE,MAPE
8,2,22230,12,12,1,0.012442218,2427.109524,0.024520124
9,0,22230,12,3,1,0.011096825,570.5785156,0.021958614
10,1,22230,12,3,1,0.132929311,6075.799997,0.23457657
11,2,22230,12,3,1,0.013077598,668.4528823,0.025678909
12,0,22230,12,12,2,0.013610904,2601.244629,0.026851697
13,1,22230,12,12,2,0.123690746,21323.3727,0.220117636
14,2,22230,12,12,2,0.01551281,2959.174428,0.030480494
15,0,22230,12,3,2,0.012658966,639.2917969,0.024923244
16,1,22230,12,3,2,0.128818756,5836.049988,0.228182968
17,2,22230,12,3,2,0.012981539,655.3733194,0.025554552
0,0,22274,12,12,0,0.003828191,128.6513916,0.007676669
1,1,22274,12,12,0,0.011621823,385.834821,0.022903153
2,2,22274,12,12,0,0.003503847,117.6834226,0.007018366
3,0,22274,12,3,0,0.006421782,54.03955078,0.013017421
4,1,22274,12,3,0,0.014417851,118.8343151,0.02828657
5,2,22274,12,3,0,0.006005461,50.38394952,0.012093137
6,0,22274,12,12,1,0.008440815,282.6700684,0.016763943
7,1,22274,12,12,1,0.022595289,743.9686824,0.044130265
8,2,22274,12,12,1,0.003143018,105.7145437,0.006271605
9,0,22274,12,3,1,0.003023796,25.38647461,0.006030299
10,1,22274,12,3,1,0.016864361,139.4605003,0.033138342
11,2,22274,12,3,1,0.003895246,32.62803262,0.007734745
12,0,22274,12,12,2,0.011693396,393.1188965,0.023088394
13,1,22274,12,12,2,0.027675328,915.9441999,0.05382547
14,2,22274,12,12,2,0.010774307,362.5494992,0.021283446
15,0,22274,12,3,2,0.004015743,33.8640625,0.008051503
16,1,22274,12,3,2,0.011340601,94.21751546,0.0224105
17,2,22274,12,3,2,0.001942488,16.3529408,0.003900503
0,0,22290,12,12,0,0.004417271,120.0313232,0.008802753
1,1,22290,12,12,0,0.006585174,178.2627197,0.012966006
2,2,22290,12,12,0,0.00625208,169.4794621,0.012361302
3,0,22290,12,3,0,0.009804096,66.32402344,0.0198616
4,1,22290,12,3,0,0.00457104,30.53211284,0.009025398
5,2,22290,12,3,0,0.007674685,51.89541975,0.015548603
6,0,22290,12,12,1,0.006880054,183.4364746,0.013592817
7,1,22290,12,12,1,0.007168764,191.0811668,0.014165249
8,2,22290,12,12,1,0.005579051,148.9866894,0.011006321
9,0,22290,12,3,1,0.005689411,39.09255371,0.011313622
10,1,22290,12,3,1,0.014779595,100.6425044,0.029063821
11,2,22290,12,3,1,0.004410375,30.34275343,0.008732752
12,0,22290,12,12,2,0.014449927,376.5313965,0.028200405
13,1,22290,12,12,2,0.009929198,259.8935231,0.019481862
14,2,22290,12,12,2,0.012125362,316.6958661,0.023733009
15,0,22290,12,3,2,0.005495903,37.65576172,0.010955794
16,1,22290,12,3,2,0.007938346,54.0754157,0.015641487
17,2,22290,12,3,2,0.006319628,43.11807808,0.012452086
0,0,22299,12,12,0,0.010286799,1012.076904,0.020292978
1,1,22299,12,12,0,0.007811284,770.0215019,0.015344522
2,2,22299,12,12,0,0.008082663,796.6335693,0.015874556
3,0,22299,12,3,0,0.013139826,326.6381836,0.026751275
4,1,22299,12,3,0,0.004520097,110.8192509,0.009015554
5,2,22299,12,3,0,0.015185114,378.2652273,0.030951772
6,0,22299,12,12,1,0.008099083,793.713623,0.016168737
7,1,22299,12,12,1,0.003695453,362.0587037,0.007361213
8,2,22299,12,12,1,0.003855883,377.5567214,0.007671834
9,0,22299,12,3,1,0.006135848,153.9731445,0.012231484
10,1,22299,12,3,1,0.015203808,378.1169183,0.029925001
11,2,22299,12,3,1,0.001710658,43.26471207,0.003438663
12,0,22299,12,12,2,0.007426014,720.5273438,0.014644926
13,1,22299,12,12,2,0.005867936,574.4882024,0.011784373
14,2,22299,12,12,2,0.008739262,846.8446072,0.017200605
15,0,22299,12,3,2,0.005977752,148.0090332,0.011689676
16,1,22299,12,3,2,0.008298812,204.8902796,0.01623713
17,2,22299,12,3,2,0.005497836,136.25675,0.010748113
0,0,22330,12,12,0,0.003729365,288.2951172,0.007455893
1,1,22330,12,12,0,0.00570844,439.7806332,0.011321747
2,2,22330,12,12,0,0.004305179,332.1362359,0.008549786
3,0,22330,12,3,0,0.0033834,65.36171875,0.006754547
4,1,22330,12,3,0,0.007058388,135.650565,0.014015519
5,2,22330,12,3,0,0.001658396,32.04345687,0.003310121
6,0,22330,12,12,1,0.011867651,904.2550293,0.023471237
7,1,22330,12,12,1,0.007572984,579.4825984,0.014992189
8,2,22330,12,12,1,0.005962126,456.9507319,0.011818329
9,0,22330,12,3,1,0.00392888,76.07993164,0.007914828
10,1,22330,12,3,1,0.00714032,136.7474935,0.014094904
11,2,22330,12,3,1,0.002698065,52.12953815,0.005422444
12,0,22330,12,12,2,0.007221589,550.6171387,0.014310551
13,1,22330,12,12,2,0.00731207,557.4659078,0.014466761
14,2,22330,12,12,2,0.003183525,243.7181181,0.006308337
15,0,22330,12,3,2,0.00165833,32.17412109,0.003322659
16,1,22330,12,3,2,0.010131938,194.6783198,0.020027748
17,2,22330,12,3,2,0.002359319,45.68422978,0.004683765
0,0,22332,12,12,0,0.0157858,1558.296875,0.032413017
1,1,22332,12,12,0,0.067710732,7059.486176,0.145713894
2,2,22332,12,12,0,0.015544471,1534.779955,0.031982028
3,0,22332,12,3,0,0.00961219,238.0366211,0.019562657
4,1,22332,12,3,0,0.061501066,1607.220934,0.13137389
5,2,22332,12,3,0,0.005377839,132.5863196,0.011060055
6,0,22332,12,12,1,0.01076693,1075.604004,0.021930123
7,1,22332,12,12,1,0.057513231,6073.726556,0.12264766
8,2,22332,12,12,1,0.009864088,988.6690497,0.020238032
9,0,22332,12,3,1,0.003880818,94.06787109,0.007735717
10,1,22332,12,3,1,0.066901731,1740.408998,0.143869238
11,2,22332,12,3,1,0.012481174,305.8680828,0.025505423
12,0,22332,12,12,2,0.00767709,770.2087402,0.015338758
13,1,22332,12,12,2,0.056107924,5956.917603,0.119304308
14,2,22332,12,12,2,0.008939973,901.2170742,0.018151577
15,0,22332,12,3,2,0.019713693,478.902832,0.040297526
16,1,22332,12,3,2,0.076700174,1978.271736,0.166219931
17,2,22332,12,3,2,0.025665656,627.3020502,0.052742152
0,0,22392,12,12,0,0.007915916,390.4005127,0.015815374
1,1,22392,12,12,0,0.200169726,12367.10776,0.500644673
2,2,22392,12,12,0,0.009714404,482.9515232,0.019527598
3,0,22392,12,3,0,0.002038132,25.18725586,0.004069437
4,1,22392,12,3,0,0.195296284,3004.544338,0.485387667
5,2,22392,12,3,0,0.003256501,40.18461788,0.006491764
6,0,22392,12,12,1,0.037352543,1921.39209,0.077851396
7,1,22392,12,12,1,0.203196522,12627.81308,0.51076604
8,2,22392,12,12,1,0.045114474,2339.52497,0.094830948
9,0,22392,12,3,1,0.002898959,35.42858887,0.005855338
10,1,22392,12,3,1,0.203754889,3121.915116,0.511905401
11,2,22392,12,3,1,0.00598651,73.47527797,0.012107456
12,0,22392,12,12,2,0.03346263,1850.984863,0.069240014
13,1,22392,12,12,2,0.169956098,10947.05087,0.410007145
14,2,22392,12,12,2,0.039604378,2204.725248,0.082586166
15,0,22392,12,3,2,0.003127649,38.68652344,0.006221284
16,1,22392,12,3,2,0.197737196,3050.859402,0.493047228
17,2,22392,12,3,2,0.003735111,46.22962708,0.007456517
0,0,22403,12,12,0,0.014263644,2584.783203,0.028977997
1,1,22403,12,12,0,0.065827539,12587.3689,0.141011829
2,2,22403,12,12,0,0.02217354,4050.677351,0.045373569
3,0,22403,12,3,0,0.007162089,319.9594727,0.014229314
4,1,22403,12,3,0,0.060239228,2884.142347,0.128210867
5,2,22403,12,3,0,0.004627892,207.2681548,0.00920348
6,0,22403,12,12,1,0.011524011,2083.319336,0.023443324
7,1,22403,12,12,1,0.067245406,12884.09155,0.144382573
8,2,22403,12,12,1,0.012690153,2297.058043,0.025873649
9,0,22403,12,3,1,0.005671922,252.2177734,0.011286093
10,1,22403,12,3,1,0.063527496,3033.671166,0.135687746
11,2,22403,12,3,1,0.002257256,100.7171657,0.004506798
12,0,22403,12,12,2,0.01094034,2025.51709,0.021669655
13,1,22403,12,12,2,0.049376503,9647.969655,0.104508711
14,2,22403,12,12,2,0.009767444,1818.317473,0.019637991
15,0,22403,12,3,2,0.007327391,324.7299805,0.014470666
16,1,22403,12,3,2,0.064775632,3092,0.138633647
17,2,22403,12,3,2,0.004943564,219.6049334,0.009768315
0,0,22409,12,12,0,0.004381939,123.73396,0.008743539
1,1,22409,12,12,0,0.004196736,118.2352804,0.008330102
2,2,22409,12,12,0,0.003766778,106.1664594,0.007487622
3,0,22409,12,3,0,0.000976688,6.959985352,0.00195415
4,1,22409,12,3,0,0.00560634,39.74254749,0.011145355
5,2,22409,12,3,0,0.003269668,23.23219325,0.006515138
6,0,22409,12,12,1,0.005491759,153.9632568,0.011013728
7,1,22409,12,12,1,0.004090512,114.5482979,0.008244298
8,2,22409,12,12,1,0.00594605,166.7952562,0.011987181
9,0,22409,12,3,1,0.005781051,41.12480469,0.011642235
10,1,22409,12,3,1,0.002703842,19.1750397,0.005432104
11,2,22409,12,3,1,0.001819812,12.88029966,0.00364535
12,0,22409,12,12,2,0.01420801,406.5559082,0.028856734
13,1,22409,12,12,2,0.009508301,270.7848505,0.01922086
14,2,22409,12,12,2,0.013114263,374.8429333,0.02661028
15,0,22409,12,3,2,0.004100321,28.80483398,0.008125197
16,1,22409,12,3,2,0.002513845,17.71404176,0.005013894
17,2,22409,12,3,2,0.004751056,33.34034106,0.0094052
0,0,22414,12,12,0,0.003979221,761.6411133,0.007891976
1,1,22414,12,12,0,0.108695652,23400,0.244222109
2,2,22414,12,12,0,0.004530407,868.0682773,0.009053076
3,0,22414,12,3,0,0.003128504,149.762207,0.006256554
4,1,22414,12,3,0,0.104939422,5630,0.23454233
5,2,22414,12,3,0,0.004696933,224.492304,0.009333464
6,0,22414,12,12,1,0.029931829,5878.568359,0.062070706
7,1,22414,12,12,1,0.11517741,24800,0.260859487
8,2,22414,12,12,1,0.02752616,5392.72509,0.057000228
9,0,22414,12,3,1,0.007793855,368.7172852,0.015740378
10,1,22414,12,3,1,0.117166331,6229.6985,0.2655212
11,2,22414,12,3,1,0.007370369,348.5339506,0.014934056
12,0,22414,12,12,2,0.027269944,5445.970703,0.05642775
13,1,22414,12,12,2,0.107464386,23389.57834,0.241206647
14,2,22414,12,12,2,0.025792688,5143.143148,0.05328216
15,0,22414,12,3,2,0.010327685,494.1572266,0.02045021
16,1,22414,12,3,2,0.103518708,5575,0.231041638
17,2,22414,12,3,2,0.004341015,209.1461988,0.008651834
0,0,22424,12,12,0,0.006243749,919.9542969,0.012360005
1,1,22424,12,12,0,0.204054425,25123.69244,0.338901899
2,2,22424,12,12,0,0.006912001,1017.73265,0.013651812
3,0,22424,12,3,0,0.004474973,164.9851562,0.008902079
4,1,22424,12,3,0,0.196852697,6091.079292,0.328898674
5,2,22424,12,3,0,0.004061583,149.9292354,0.008061467
6,0,22424,12,12,1,0.013356753,1933.716602,0.026518387
7,1,22424,12,12,1,0.206796374,25056.16008,0.34270084
8,2,22424,12,12,1,0.015334152,2210.861446,0.030264977
9,0,22424,12,3,1,0.009225762,340.4870117,0.018203004
10,1,22424,12,3,1,0.202689733,6277.182895,0.337009851
11,2,22424,12,3,1,0.0069588,257.4004321,0.013749169
12,0,22424,12,12,2,0.026095583,3654.989453,0.050596739
13,1,22424,12,12,2,0.206010475,24549.64171,0.341318514
14,2,22424,12,12,2,0.028667971,4005.241229,0.055469613
15,0,22424,12,3,2,0.008285948,306.2581055,0.016381291
16,1,22424,12,3,2,0.204717053,6332.833333,0.339832132
17,2,22424,12,3,2,0.00966855,356.8712891,0.019106156
0,0,22447,12,12,0,0.004762041,629.8696289,0.009423885
1,1,22447,12,12,0,0.079725813,9796.95094,0.147544035
2,2,22447,12,12,0,0.006985959,921.2630975,0.013774064
3,0,22447,12,3,0,0.003469538,114.0219727,0.006974915
4,1,22447,12,3,0,0.07291452,2227.977703,0.135868311
5,2,22447,12,3,0,0.003585764,117.8625697,0.007233452
6,0,22447,12,12,1,0.017085277,2201.352539,0.033579122
7,1,22447,12,12,1,0.074860944,9125.441157,0.139253035
8,2,22447,12,12,1,0.015637679,2017.364328,0.030736202
9,0,22447,12,3,1,0.007758768,256.7011719,0.015289577
10,1,22447,12,3,1,0.081518132,2513.113259,0.150651223
11,2,22447,12,3,1,0.007893924,261.1378257,0.015555564
12,0,22447,12,12,2,0.020645705,2611.338867,0.040058929
13,1,22447,12,12,2,0.068122525,8232.313313,0.127055853
14,2,22447,12,12,2,0.023005509,2902.726378,0.044505881
15,0,22447,12,3,2,0.010802236,358.8198242,0.021317124
16,1,22447,12,3,2,0.084380006,2612.684733,0.155586913
17,2,22447,12,3,2,0.010321719,343.0214735,0.020377788
0,0,22474,12,12,0,0.006115551,255.7421143,0.012303982
1,1,22474,12,12,0,0.009373543,386.9433061,0.018446451
2,2,22474,12,12,0,0.006438387,269.7275601,0.01301222
3,0,22474,12,3,0,0.002787182,28.90300293,0.005621977
4,1,22474,12,3,0,0.006774102,69.65770149,0.013381328
5,2,22474,12,3,0,0.003270898,33.90079592,0.006590812
6,0,22474,12,12,1,0.004480493,187.3463623,0.008904406
7,1,22474,12,12,1,0.016081824,663.2331679,0.031473523
8,2,22474,12,12,1,0.005733913,240.1883375,0.011430895
9,0,22474,12,3,1,0.009914763,104.7169189,0.020001519
10,1,22474,12,3,1,0.008776547,90.97788445,0.017260267
11,2,22474,12,3,1,0.007583806,79.90987662,0.015381238
12,0,22474,12,12,2,0.007654585,321.5876709,0.015407153
13,1,22474,12,12,2,0.042544926,1706.588115,0.081462463
14,2,22474,12,12,2,0.006935703,291.4807769,0.014029124
15,0,22474,12,3,2,0.007709247,81.38728027,0.015385687
16,1,22474,12,3,2,0.017400685,180.3382919,0.034189458
17,2,22474,12,3,2,0.00382957,40.36782282,0.00764855
0,0,22515,12,12,0,0.024182789,1502.654297,0.047152809
1,1,22515,12,12,0,0.161587874,8852.926692,0.278116019
2,2,22515,12,12,0,0.021528474,1341.198163,0.042078148
3,0,22515,12,3,0,0.010647445,170.4606934,0.021060656
4,1,22515,12,3,0,0.169697464,2347.36336,0.290146843
5,2,22515,12,3,0,0.008505851,136.463925,0.016855291
6,0,22515,12,12,1,0.028624367,1709.184326,0.05569915
7,1,22515,12,12,1,0.153695184,8182.367692,0.266327799
8,2,22515,12,12,1,0.031844265,1895.513528,0.061693983
9,0,22515,12,3,1,0.002923918,46.45068359,0.005874237
10,1,22515,12,3,1,0.16349135,2225.803379,0.281009195
11,2,22515,12,3,1,0.002873064,45.38974689,0.005719835
12,0,22515,12,12,2,0.034272609,1926.580566,0.065673487
13,1,22515,12,12,2,0.130569189,6714.575913,0.230650881
14,2,22515,12,12,2,0.033002899,1857.486143,0.063371493
15,0,22515,12,3,2,0.015940129,251.354248,0.031382762
16,1,22515,12,3,2,0.168925765,2315.109165,0.28898344
17,2,22515,12,3,2,0.016684399,262.8977778,0.032770712
0,0,22553,12,12,0,0.062051101,2694.594238,0.114834373
1,1,22553,12,12,0,0.159998624,6361.332148,0.273384763
2,2,22553,12,12,0,0.070856018,3051.651652,0.130015394
3,0,22553,12,3,0,0.020214586,240.7348633,0.040660086
4,1,22553,12,3,0,0.17340385,1749.697332,0.295552967
5,2,22553,12,3,0,0.01613223,187.9731766,0.031717192
6,0,22553,12,12,1,0.013604994,544.6186523,0.026375935
7,1,22553,12,12,1,0.095810119,3546.288152,0.173845111
8,2,22553,12,12,1,0.018839217,750.3044926,0.036433195
9,0,22553,12,3,1,0.038142324,439.4216309,0.07346549
10,1,22553,12,3,1,0.178313129,1809.896679,0.302642548
11,2,22553,12,3,1,0.051863014,589.6981293,0.098599712
12,0,22553,12,12,2,0.012797803,500.1000977,0.025007974
13,1,22553,12,12,2,0.087791884,3191.135322,0.160619831
14,2,22553,12,12,2,0.021084599,816.4700964,0.040872805
15,0,22553,12,3,2,0.056713765,633.3052979,0.105938937
16,1,22553,12,3,2,0.169526922,1710.450305,0.288435263
17,2,22553,12,3,2,0.064500748,714.9913508,0.119578128
0,0,22596,12,12,0,0.013306538,1022.417236,0.026749094
1,1,22596,12,12,0,0.03711149,2749.496959,0.068180099
2,2,22596,12,12,0,0.009037079,689.8105311,0.018365476
3,0,22596,12,3,0,0.011358823,207.5144043,0.022827815
4,1,22596,12,3,0,0.010441542,187.9999657,0.020436424
5,2,22596,12,3,0,0.010040367,183.2801786,0.020177725
6,0,22596,12,12,1,0.019335734,1449.076416,0.038308196
7,1,22596,12,12,1,0.034766832,2566.672766,0.063615759
8,2,22596,12,12,1,0.018834214,1412.185865,0.037201656
9,0,22596,12,3,1,0.006379022,132.7680664,0.012702893
10,1,22596,12,3,1,0.079091329,1535.224064,0.146276769
11,2,22596,12,3,1,0.002625805,54.93558442,0.005309207
12,0,22596,12,12,2,0.00604107,445.9560547,0.012213777
13,1,22596,12,12,2,0.029819035,2159.252467,0.056005396
14,2,22596,12,12,2,0.006387676,470.3474664,0.013104193
15,0,22596,12,3,2,0.006362469,123.394043,0.012787937
16,1,22596,12,3,2,0.041093106,765.4238747,0.077676018
17,2,22596,12,3,2,0.00694594,135.5686355,0.014229126
0,0,22637,12,12,0,0.016571715,3330.443359,0.032506802
1,1,22637,12,12,0,0.131271616,23706.99785,0.232006109
2,2,22637,12,12,0,0.011595797,2341.888469,0.02281511
3,0,22637,12,3,0,0.010307415,527.6117188,0.020398513
4,1,22637,12,3,0,0.132100046,6034.431588,0.233375343
5,2,22637,12,3,0,0.009037767,463.2035804,0.017907274
6,0,22637,12,12,1,0.008810505,1759,0.017349769
7,1,22637,12,12,1,0.137152997,24275.29885,0.241197318
8,2,22637,12,12,1,0.008230465,1648.571594,0.016225681
9,0,22637,12,3,1,0.005206504,262.9480469,0.010356631
10,1,22637,12,3,1,0.125538071,5657.8,0.223023622
11,2,22637,12,3,1,0.003102679,157.2554664,0.006171038
12,0,22637,12,12,2,0.007756214,1518.717969,0.015570106
13,1,22637,12,12,2,0.135031464,23247.8,0.237848009
14,2,22637,12,12,2,0.006296392,1225.401245,0.012418877
15,0,22637,12,3,2,0.006754322,341.0349609,0.013420209
16,1,22637,12,3,2,0.127421225,5745.081385,0.225996441
17,2,22637,12,3,2,0.003824967,194.1563828,0.007615945
0,0,22640,12,12,0,0.01523939,3189.171094,0.031063265
1,1,22640,12,12,0,0.004306921,887.0966652,0.00860929
2,2,22640,12,12,0,0.01425622,2980.445872,0.0290434
3,0,22640,12,3,0,0.008347206,426.8705078,0.016558388
4,1,22640,12,3,0,0.000947881,48.83234095,0.001892681
5,2,22640,12,3,0,0.004293599,220.4580152,0.008548455
6,0,22640,12,12,1,0.014163638,2951.617383,0.028603926
7,1,22640,12,12,1,0.00582229,1198.898884,0.011727808
8,2,22640,12,12,1,0.014888149,3104.882928,0.030210503
9,0,22640,12,3,1,0.003394423,174.0279297,0.006846663
10,1,22640,12,3,1,0.007835336,402.0684748,0.015714128
11,2,22640,12,3,1,0.006908071,356.0269453,0.014031349
12,0,22640,12,12,2,0.005551712,1132.254297,0.011097418
13,1,22640,12,12,2,0.008224435,1687.667884,0.016680978
14,2,22640,12,12,2,0.007657922,1569.404749,0.015499627
15,0,22640,12,3,2,0.002151675,111.0654297,0.00431885
16,1,22640,12,3,2,0.004774681,246.0221902,0.009507292
17,2,22640,12,3,2,0.003559242,184.0277725,0.007165524
0,0,22647,12,12,0,0.025011022,1736.478271,0.048544774
1,1,22647,12,12,0,0.172896834,10490.43944,0.294686195
2,2,22647,12,12,0,0.025252531,1752.832871,0.049018093
3,0,22647,12,3,0,0.017021105,303.5216797,0.033457174
4,1,22647,12,3,0,0.17258476,2669.25538,0.294363103
5,2,22647,12,3,0,0.01712602,305.3610272,0.033662923
6,0,22647,12,12,1,0.010348504,710.8424316,0.020137483
7,1,22647,12,12,1,0.165348429,9847.165955,0.283586876
8,2,22647,12,12,1,0.012231032,838.5914272,0.02380232
9,0,22647,12,3,1,0.007125434,125.5477051,0.014485129
10,1,22647,12,3,1,0.156284058,2368.608585,0.270202173
11,2,22647,12,3,1,0.006445876,113.537042,0.013102049
12,0,22647,12,12,2,0.010779942,716.8227051,0.02125173
13,1,22647,12,12,2,0.149358541,8670.359056,0.259799174
14,2,22647,12,12,2,0.009566743,642.4216023,0.019296582
15,0,22647,12,3,2,0.010096015,179.9406738,0.0204151
16,1,22647,12,3,2,0.164131258,2487.492504,0.281974993
17,2,22647,12,3,2,0.000859418,15.16679618,0.001719204
0,0,22727,12,12,0,0.008197211,900.5564453,0.016406891
1,1,22727,12,12,0,0.051300685,5323.009845,0.097140107
2,2,22727,12,12,0,0.004446635,485.5358299,0.008842203
3,0,22727,12,3,0,0.000443192,11.99667969,0.000885153
4,1,22727,12,3,0,0.042697852,1108.942522,0.08188664
5,2,22727,12,3,0,0.000539353,14.61023253,0.001079093
6,0,22727,12,12,1,0.011526163,1233.473828,0.022779445
7,1,22727,12,12,1,0.055222736,5664.949839,0.103986144
8,2,22727,12,12,1,0.013839269,1477.632168,0.027030108
9,0,22727,12,3,1,0.010388754,291.740918,0.021030446
10,1,22727,12,3,1,0.062741932,1657.556728,0.117468417
11,2,22727,12,3,1,0.008289387,231.061989,0.016202728
12,0,22727,12,12,2,0.005964692,630.2018555,0.011944448
13,1,22727,12,12,2,0.049292631,4966.59744,0.093432918
14,2,22727,12,12,2,0.005010672,530.5422857,0.010018147
15,0,22727,12,3,2,0.00736034,201.3431641,0.014770932
16,1,22727,12,3,2,0.046882768,1216.034243,0.089208475
17,2,22727,12,3,2,0.007301735,199.5964136,0.01488337
0,0,22831,12,12,0,0.016859727,2542.40625,0.033138676
1,1,22831,12,12,0,0.198539565,25400.96113,0.331265341
2,2,22831,12,12,0,0.020899946,3139.188835,0.040922686
3,0,22831,12,3,0,0.003264,125.6767578,0.00654423
4,1,22831,12,3,0,0.193733519,6245,0.324574266
5,2,22831,12,3,0,0.003055594,117.3639971,0.006087758
6,0,22831,12,12,1,0.016954813,2468.477051,0.03322865
7,1,22831,12,12,1,0.190430508,23684.82734,0.31983927
8,2,22831,12,12,1,0.022740348,3292.073001,0.044330389
9,0,22831,12,3,1,0.006792086,258.1083984,0.01353631
10,1,22831,12,3,1,0.190055904,6075.1151,0.319374065
11,2,22831,12,3,1,0.004676315,178.2330553,0.009381876
12,0,22831,12,12,2,0.012421507,1751.537598,0.024380094
13,1,22831,12,12,2,0.181838416,21965.14503,0.307653171
14,2,22831,12,12,2,0.016294986,2288.973427,0.031898097
15,0,22831,12,3,2,0.008663046,331.6933594,0.017164679
16,1,22831,12,3,2,0.198879971,6406.600044,0.331769829
17,2,22831,12,3,2,0.011276173,430.6299261,0.022287029
0,0,22848,12,12,0,0.0058676,767.8967773,0.011826212
1,1,22848,12,12,0,0.036201471,4894.86849,0.075261656
2,2,22848,12,12,0,0.006936634,908.840459,0.01401754
3,0,22848,12,3,0,0.012280581,400.3139648,0.024883445
4,1,22848,12,3,0,0.04134255,1388.510661,0.086262389
5,2,22848,12,3,0,0.010886498,354.3704322,0.022023918
6,0,22848,12,12,1,0.010694166,1423.962012,0.021648473
7,1,22848,12,12,1,0.031537025,4289.629252,0.065160398
8,2,22848,12,12,1,0.015392559,2059.34806,0.031288139
9,0,22848,12,3,1,0.006988295,227.5933594,0.014078502
10,1,22848,12,3,1,0.039128428,1316.951418,0.081454307
11,2,22848,12,3,1,0.007401172,241.1401144,0.014920913
12,0,22848,12,12,2,0.01716965,2312.894238,0.035018959
13,1,22848,12,12,2,0.029580292,4035.670894,0.061069481
14,2,22848,12,12,2,0.021121524,2856.731094,0.043251386
15,0,22848,12,3,2,0.003876974,127.0198242,0.007798217
16,1,22848,12,3,2,0.034671307,1172.159195,0.07185432
17,2,22848,12,3,2,0.004909941,161.0295079,0.009890846
0,0,22957,12,12,0,0.011285316,289.8487793,0.022149849
1,1,22957,12,12,0,0.013259403,348.0941138,0.027153898
2,2,22957,12,12,0,0.011194776,287.2958497,0.02193041
3,0,22957,12,3,0,0.011945142,76.80734863,0.024260126
4,1,22957,12,3,0,0.04323501,287.0931423,0.090437761
5,2,22957,12,3,0,0.016175898,104.4584244,0.032956586
6,0,22957,12,12,1,0.014246419,366.1133789,0.028887459
7,1,22957,12,12,1,0.051489907,1379.165698,0.108636138
8,2,22957,12,12,1,0.012692757,326.6178668,0.025802639
9,0,22957,12,3,1,0.003328773,21.53869629,0.006601482
10,1,22957,12,3,1,0.025479461,169.7374821,0.052330688
11,2,22957,12,3,1,0.003345337,21.7228189,0.006682172
12,0,22957,12,12,2,0.018151706,466.5154541,0.03702792
13,1,22957,12,12,2,0.056328304,1506.255783,0.119440934
14,2,22957,12,12,2,0.014980622,383.7762221,0.030480822
15,0,22957,12,3,2,0.004739033,31.23417969,0.009542803
16,1,22957,12,3,2,0.02999826,202.8620989,0.061911263
17,2,22957,12,3,2,0.007265838,47.31719219,0.014381791
0,0,22981,12,12,0,0.005549229,453.4549316,0.011118035
1,1,22981,12,12,0,0.005499289,448.6914401,0.010966368
2,2,22981,12,12,0,0.00395974,323.7337792,0.00794304
3,0,22981,12,3,0,0.003479549,70.40454102,0.007000855
4,1,22981,12,3,0,0.006830365,138.6801801,0.013767361
5,2,22981,12,3,0,0.005516764,111.8615465,0.011105377
6,0,22981,12,12,1,0.008296732,678.1194824,0.01675797
7,1,22981,12,12,1,0.005770838,470.4617695,0.011640895
8,2,22981,12,12,1,0.006976963,569.4924408,0.014073818
9,0,22981,12,3,1,0.003263034,67.05224609,0.006597053
10,1,22981,12,3,1,0.002522328,51.79295963,0.005102593
11,2,22981,12,3,1,0.006331469,130.5074537,0.012786933
12,0,22981,12,12,2,0.005927976,481.1314941,0.011971887
13,1,22981,12,12,2,0.008370131,681.9847936,0.017028505
14,2,22981,12,12,2,0.005357974,435.0190286,0.010872111
15,0,22981,12,3,2,0.002621065,54.25356445,0.005250406
16,1,22981,12,3,2,0.004239989,87.16415526,0.008435409
17,2,22981,12,3,2,0.003181832,65.87034435,0.006393281
0,0,23003,12,12,0,0.019748362,739.7448975,0.040680293
1,1,23003,12,12,0,0.011179416,406.9490891,0.021760739
2,2,23003,12,12,0,0.019899053,745.5041677,0.041100833
3,0,23003,12,3,0,0.010397631,94.4904541,0.021014168
4,1,23003,12,3,0,0.038095799,330.0303726,0.073389794
5,2,23003,12,3,0,0.001966704,17.71933505,0.003947585
6,0,23003,12,12,1,0.005643118,215.5748535,0.01145214
7,1,23003,12,12,1,0.081533964,2863.648263,0.15065901
8,2,23003,12,12,1,0.00526672,200.9863305,0.010678837
9,0,23003,12,3,1,0.025993869,239.4836914,0.053521527
10,1,23003,12,3,1,0.00457999,41.05632906,0.009160943
11,2,23003,12,3,1,0.021676993,198.8307186,0.044407191
12,0,23003,12,12,2,0.009262211,352.046875,0.018437943
13,1,23003,12,12,2,0.080880841,2854.413226,0.149630666
14,2,23003,12,12,2,0.005750847,218.1174418,0.011399961
15,0,23003,12,3,2,0.013827664,129.9601318,0.028086084
16,1,23003,12,3,2,0.009532174,87.51569058,0.018850799
17,2,23003,12,3,2,0.015772355,148.5303218,0.032087724
0,0,23039,12,12,0,0.00745315,1000.760156,0.01475695
1,1,23039,12,12,0,0.032098432,4202.577782,0.06203797
2,2,23039,12,12,0,0.00538305,724.0748576,0.010633722
3,0,23039,12,3,0,0.002417873,82.59228516,0.004847849
4,1,23039,12,3,0,0.035814805,1180.129012,0.069097155
5,2,23039,12,3,0,0.003236919,110.3147609,0.006441772
6,0,23039,12,12,1,0.00331807,434.0814453,0.006607745
7,1,23039,12,12,1,0.01620742,2090.250689,0.031836217
8,2,23039,12,12,1,0.002316349,303.2617578,0.004618897
